164	connoisseur	 an expert in a particular subject matter area, usually relating to the fine arts or cultural pursuits	noun	" French. Connaisseur is a specialist, and  connoisseur (with an ""o"") is ""higher ranked"", as they are a conaisseur AND their opinions are valued !"	Since you are <u>a wine <b>connoisseur</b></u>, I thought I would ask your opinion on the best wines for my dinner party	357 prevalent GRE words	Prepscholar	
165	consequential	" as a result of, ""following as an effect or result"""	adjective	con=with a sequence </br>adj. significant or memorable	The <u><b>consequential damages</b></u> of the critical reactor breaking down were significant, as the entire plant had to shut for months	357 prevalent GRE words	Prepscholar	
166	constitutus 	stand 	Greek/Latin root		constitution</br> statute 	Greek/Latin 	MSU	
167	construe	 to interpret	verb	"same latin/French origin as ""construct"", ie. With/together + piling up= interpret"	Although I tried to pay you a compliment, you have decided to <u><b>construe</b> my words</u> as an insult	357 prevalent GRE words	Prepscholar	
168	consumption	 utilization (esp. of a resource)	noun		Excessive <u>alcohol consumption</u> has been linked to liver damage	357 prevalent GRE words	Prepscholar	
169	contend	 assert or claim	verb	 old French comptendre : engage in rivalry, compete	In order to obtain custody of her children in the divorce, Bridgett will <b>contend</b> nasty things about her husband	357 prevalent GRE words	Prepscholar	
170	contentious	 controversial, causing or likely to cause an argument	adjective	" Latin contentiosus ""obstinate, quarrelsome"	As a rule, I tend to <u>avoid <b>contentious</b> topics of conversation</u> which might lead to arguments	357 prevalent GRE words	Prepscholar	
172	convoluted	 roundabout, not straightforward	adjective	" Latin : to roll together,""  com ""with, together"" (see con-) + volvere ""to roll,"""	My head began to hurt as I listened to the professor’s <b>convolute</b> speech	357 prevalent GRE words	Prepscholar	
173	copious	 plentiful or abundant	adjective	" Latin : ""abundant, plentiful,"""	<u>Take <b>copious</b> notes in class</u> so that you have plenty of review material for the test.	357 prevalent GRE words	Prepscholar	
174	corporal	"of the body: ""corporal punishment."" a non-commissioned officer ranked between a sergeant and a private."	adjective		1. corporal punishment will still in use during my father's school days. 	Common GRE	MSU	
175	corporeal	of or having to do with material, as opposed to spiritual; tangible. (In older writings, coeporeal could be a synonym for corporal. This usage is no longer common)	adjective	"Latin : ""of a material or physical nature, not mental or spiritual,"" with adjectival suffix -al preceded by  corpus ""body"" (living or dead),"	As Jack reached for <u>the ghost</u>, he realized it <u>was not <b>corporeal</b></u> when his hands went straight through the shape.	Common GRE	MSU	
176	corpus 	body 	Greek/Latin root		corpse</br> corporal punishment</br> corpus callosum 	Greek/Latin 	MSU	
177	corroborate	to strengthen or support:  (n: corroboration)	verb	" Latin : form of com ""with, together,"" + roborare ""to make strong,""  robur, robus ""strength,"" - same root as robust"	The scientist was able to corroborate his hypothesis with data gathered from multiple sources.          The witness corroborted his story.	Common GRE	MSU	
178	corroborate </br> collaborate	"It's ""L"" like Royalty…..don't get ""L"" and ""R"" confused"	Easily confused words		During the president's election, the 2 scientists collaborated together to find facts to corrobarate their joint theory. 	Easily confused words	MSU	
179	cosmopolitan	 of or relating to a large city or massive urban area	adjective	belonging to all parts of the world, limited to no place or society. </br>adj. sophisticated	With its hugely diverse population, <u>New York City is considered one of the most <b>cosmopolitan</b></u> cities in the world	357 prevalent GRE words	Prepscholar	
180	covet	 to desire something that does not belong to you	verb	 old French : to desire or wish for inordinately or without regard for the rights of others,	In the book by Dickens, the miser did <u>nothing but <b>covet</b> money</u></br>10th commandment :  You shall not <b>covet</b> your neighbor's wife,…etc.	357 prevalent GRE words	Prepscholar	
181	cracy 	rule 	Greek/Latin root		democracy</br> theocracy</br> technocracy 	Greek/Latin 	MSU	
182	craft	n. skill	noun	"as adjective it means ""cunning""- a crafty pickpocket"	The retired teacher is looking for a new craft to take up since she is good at making things with her hands	357 prevalent GRE words	Prepscholar	
184	craven	 cowardly to the point of being shameful	adjective	" Latin/French where originally  cravant initially =""defeated, vanquished, overcome, conquered"",  but changing later to cowardly"	Because police officers must be fearless, <u><b>craven</b> people should not apply for positions in law enforcement.</u>	357 prevalent GRE words	Prepscholar	
185	credence	 belief or trust	noun	" Medieval Latin credentia ""belief"".  ""credentials"", ""credit"", all have the same roots"	The crazy man’s UFO story was so <u>ridiculous that not a single person gave it any <b>credence.</u></b>	357 prevalent GRE words	Prepscholar	
186	cred	belief 	Greek/Latin root		credence =belief that something is true or valid</br>credulous =believing things too easily</br> gullible</br>incredible =unbelievable</br>incredulous=skeptical</br> disbelieving	Greek/Latin 	MSU	
188	-cule, ling 	very small 	noun or adjective 		molecule</br> miniscule</br> 	Suffix	MSU	
189	culpable	deserving of blame (n: culpability)	adjective	 Old French coupable	The judge found the man culpable of the crime and sentenced him to life in prison	Common GRE	MSU	
190	-cy 	action, function 	noun 		advocacy</br> hesitancy</br> prophecy</br> normalcy 	Suffix	MSU	
191	dearth	lack, scarcity: 	noun	"  Old English deore ""precious, costly"" (see dear) + abstract noun suffix -th"	The prosecutor complained about the dearth of concrete evidence against the suspect.	Common GRE	MSU	
192	decorum	 appropriate behavior or good manners	noun	same root at décor	Not understanding decorum at a formal dinner, Jake ate his salad with his dinner fork	357 prevalent GRE words	Prepscholar	
194	deference	 respect or polite submission. submission or courteous yielding:	noun	" French déférence (16c.),  déférer ""to yield, comply"	 He held his tongue in deference to his father. (n: deferential. v. defer)	357 prevalent GRE words	Prepscholar	
195	deflect	 divert or cause to ricochet	verb	de=away  + flect = bend	He deflected the attack with a defty response	357 prevalent GRE words	Prepscholar	
196	deft	 skill, acumen, manual dexterity	adjective		The deft musician was able to play the harmonica and the piano at the same time.	357 prevalent GRE words	Prepscholar	
197	deign	Do something that one considers to be beneath one's dignity	verb	Synonyms: come down  one's high horse	If the Senate <b><u>deigns</b> to consider and confirm</u> a nominee, do not expect changes overnight.	Least Difficult	FT	
198	delineate	 1. to describe very accurately, to clearly describe or portray something</br>2.  to clearly demarcate a boundary,  to render an outline	verb	"Latin : de- ""completely""+ lineare ""draw lines,"	1.<u>While I cannot <b>delineate</b></u> the style of car she drove, <u>I can </u>give you the license plate number. </br>2. <u>Jason put a fence up to <b>delineate</b> his property</u> from his neighbor’s.	357 prevalent GRE words	Prepscholar	
199	demos 	people 	Greek/Latin root		democracy</br> demographic 	Greek/Latin 	MSU	
201	denigrate	 say negative things about, particularly in a defamatory way	verb	"Latin denigratus, past participle of denigrare ""to blacken; to defame,""  de- ""completely"" (see de-) + nigr-, stem of niger ""black"" "	During the election, the crooked <u>politician did everything in his power to <b>denigrate</b> his rival.</u>	357 prevalent GRE words	Prepscholar	
202	depict	to show, create a picture of.	verb	" Latin depictus, past participle of depingere ""to portray, paint, sketch; describe, imagine,""  de ""down"" (see de-) + pingere ""to paint"""	<u>The drawings</u> on the cave walls <b>depict</b> the lives of the earliest men on the planet.	Common GRE	MSU	
203	deprecate (deprecation) </br> depreciate (depreciation)	to deprecate is “to disapprove,” but in </br>“self-deprecating,” it means, “to belittle.” </br>In the world of computing, deprecated means “phased out” or “soon to be phased out.” </br>Depreciate is for talking about loss of monetary value, primarily for assets	Easily confused words		The <b><u>deprecated</b> software</u> had already had <u>its full book value <b>depreciated</b></u> in the finance department	Easily confused words	MSU	
204	deprecation	disapproval, earnest expression of feeling against	noun	"Has the word ""Pray"" in its origins, in the sense ""pray, do not""</br>Do NOT confuse with deprecIation, a finance term"	Ingrid is well-known for her self-deprecation, as she constantly looks down on herself and harshly judges all of her actions.	Common GRE	MSU	
205	depredation	the act of preying upon or plundering. To act as a predator. 	noun	"French/latin :  de- ""thoroughly"" (see de-) + praedari ""to plunder,"" literally ""to make prey of,""  praeda ""prey"""	The <u><b>depredations</b> of the invaders demoralized</u> the population.	Common GRE	MSU	
207	derivative	 imitates another work in a way that is unoriginal or uninspiring, an object or idea that is produced from something else	adjective	Applies to words (words derive  a parent) to chemistry (a product derives  another one) and to mathematics	The new antibiotic is listed as a <b>derivative</b> of penicillin because it was produced from a penicillin base.	357 prevalent GRE words	Prepscholar	
208	descry	to make clear, to say	verb	Deutsch : entdecken, wahrnehmen	<u>If you <b>descry</b> illegal content</u> on the linked websites, we beg for notification	Common GRE	MSU	
210	desiccate	1.  to dry out completely </br>2. to suck out the vitality and passion	verb	" de- ""thoroughly"" (see de-) + siccare ""to dry""</br>"	1. One should use sliced fruits within one day as the insides quickly <b>desiccate.</b> </br>2. The professional soccer player became<u> <b>desiccated</b> after being in a car accident that left him in a coma.</u>	357 prevalent GRE words	Prepscholar	
211	desultory	 halfhearted, not having a plan or purpose	adjective	</br>Deutsch : halbherzig</br>adj. inconsistent or random	1)The bronze medal winner managed a desultory smile. </br>2)The students were confused by the teacher’s desultory lecture which seemed to have no real focus	357 prevalent GRE words	Prepscholar	
212	detachment	 objectivity or aloofness, devoid of interest or feelings	noun	" French détachement (17c.),  détacher (see detach). Meaning ""that which is detached"", also in a military sense.             </br>Deutsch : Ablösung"	The woman’s air of detachment made the police question her involvement in her husband’s death.	357 prevalent GRE words	Prepscholar	
213	determinant	 a strong factor in an outcome	noun	"Latin :  de= ""off""  + terminare ""to mark the end or boundary</br>Deutsch : Bestimmungsfaktor"	"The key determinant for social security deductions are the conditions at year end
"	357 prevalent GRE words	Prepscholar	
214	di 	two</br> double 	Greek/Latin root		deductions are the conditions on 31 December of the tax period or at the end of the tax liability.	Greek/Latin 	MSU	
215	dia 	across</br> through 	Greek/Latin root		diagonal</br> dialectic</br> dialogue</br> diagnosis 	Greek/Latin 	MSU	
218	didactic	 educational or with an instructive purpose; often includes an element of moralizing	adjective	"French didactique, </br> Latinized form of Greek didaktikos ""apt at teaching</br>didact=teach +ic=nature of, like"	Because Mrs. Jones came up with lessons that were <u>not only <b>didactic</b> but also fun</u>, everyone thought she was a fantastic teacher.	357 prevalent GRE words	Prepscholar	
219	die	1. v. to cease to live. 2. n. a mold used for shaping pieces of metal for incorporation into tools or other products		</br>Deutsch = Pressform, Modell, 	(2) These car models are so similar that the <u>same<b>die </b> can be used to make most  body parts</u>, such as the doors, hood, roof, and trunk cover.	Homonym	MSU	
